,price,bathrooms,sqft_living,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,q_99,q_95,Age_at_Sale,Year_since_Renovation,was_renovated
1055,935000.0,4.5,5670,0,2,3,11,5670,0,98010,47.323,-122.044,4100,83729,1,1,7,7,False
1056,379000.0,1.0,1140,0,0,4,7,1140,0,98034,47.7168,-122.196,1140,10412,1,1,52,52,False
1057,699000.0,1.75,1670,0,0,3,7,1270,400,98199,47.6416,-122.397,1460,6125,1,1,62,62,False
1058,528000.0,2.25,1910,0,0,3,8,1280,630,98125,47.7259,-122.298,1860,8010,1,1,54,54,False
1059,425000.0,1.75,1560,0,0,4,8,1560,0,98056,47.5197,-122.18,2200,9985,1,1,41,41,False
1060,249500.0,1.75,1500,0,0,4,7,1500,0,98042,47.3643,-122.115,1220,8645,1,1,51,51,False
1061,1035480.0,3.25,4475,0,0,3,9,4475,0,98053,47.6849,-122.018,3720,6633,1,1,0,0,False
1062,790000.0,2.75,2840,0,3,4,9,1640,1200,98136,47.5271,-122.386,2790,10070,1,1,53,53,False
1063,399950.0,1.0,1020,0,0,3,7,1020,0,98027,47.5254,-122.043,1750,11640,1,1,45,45,False
1064,275000.0,1.5,1410,0,0,3,7,1410,0,98133,47.7635,-122.35,1910,7214,1,1,61,61,False
1065,550000.0,1.0,1520,0,0,3,8,1520,0,98109,47.6347,-122.352,1880,3600,1,1,103,103,False
1066,140000.0,1.0,730,0,0,4,4,730,0,98055,47.467,-122.215,1790,7969,1,1,88,88,False
1067,250000.0,1.0,1190,0,0,3,7,990,200,98108,47.5658,-122.292,1760,6434,1,1,60,60,False
1068,318000.0,2.25,1410,0,2,3,7,1410,0,98198,47.3983,-122.31,2050,8909,1,1,26,26,False
1069,505000.0,1.0,1240,0,0,3,7,1240,0,98075,47.597,-122.059,3050,25545,1,1,52,52,False
1070,470500.0,2.5,2500,0,0,3,8,1300,1200,98006,47.5415,-122.18,2090,8568,1,1,49,49,False
1071,360000.0,1.0,1050,0,0,3,7,1050,0,98125,47.7071,-122.301,1380,6384,1,1,60,60,False
1072,1242500.0,2.75,2680,0,4,4,9,1480,1200,98006,47.5634,-122.156,2940,8650,1,0,53,53,False
1073,986000.0,2.5,2380,0,2,4,9,1340,1040,98136,47.5262,-122.386,2560,10070,1,1,51,51,False
1074,515000.0,1.0,1060,0,0,3,7,860,200,98112,47.6231,-122.293,1060,4187,1,1,109,109,False
1075,320000.0,1.75,2300,0,0,4,8,1310,990,98168,47.477,-122.292,1160,8547,1,1,76,76,False
1076,310000.0,3.0,2010,0,0,5,7,1090,920,98178,47.5042,-122.265,1470,7426,1,1,64,64,False
1077,356700.0,1.0,1090,0,0,4,7,730,360,98126,47.5258,-122.378,990,5250,1,1,72,72,False
1078,775000.0,1.75,2320,0,0,3,7,1510,810,98199,47.6397,-122.388,1840,5596,1,1,59,59,False
1079,325000.0,1.0,1040,0,0,3,6,1040,0,98133,47.7565,-122.339,1140,6100,1,1,64,64,False
1080,208000.0,2.75,1810,0,0,3,7,1810,0,98198,47.3668,-122.31,1740,8677,1,1,52,52,False
1081,825000.0,1.0,1150,1,4,4,6,1150,0,98178,47.502,-122.222,2440,11852,1,1,106,106,False
1082,515000.0,2.5,2360,0,2,3,9,2360,0,98003,47.3356,-122.333,2390,11254,1,1,24,24,False
1083,490000.0,1.5,1970,0,0,4,8,1420,550,98122,47.6163,-122.292,1940,4000,1,1,86,86,False
1084,675000.0,3.0,2690,0,0,3,8,2690,0,98166,47.4458,-122.343,2820,27100,1,1,60,15,True
1085,360000.0,2.5,2080,0,0,5,7,1040,1040,98144,47.572,-122.29,1340,4080,1,1,52,52,False
1086,550000.0,2.5,2080,0,0,5,7,1040,1040,98144,47.572,-122.29,1340,4080,1,1,53,53,False
1087,225000.0,1.5,1370,0,0,3,7,1370,0,98168,47.4973,-122.328,1400,9075,1,1,52,52,False
1088,500000.0,2.75,3410,0,0,4,8,3410,0,98058,47.4497,-122.147,2260,10128,1,1,48,48,False
1089,385000.0,2.0,1850,0,0,4,8,1850,0,98059,47.4702,-122.12,2110,11700,1,1,46,46,False
1090,837700.0,2.75,3010,0,0,3,10,3010,0,98052,47.696,-122.102,2890,9456,1,1,20,20,False
1091,448000.0,2.25,1530,0,0,3,7,1530,0,98053,47.6817,-122.035,1560,3064,1,1,12,12,False
1092,730000.0,1.75,2690,0,0,4,7,1420,1270,98004,47.5831,-122.191,2600,17539,1,1,63,63,False
1093,575000.0,1.5,2810,0,2,3,8,1490,1320,98136,47.5252,-122.382,2240,6825,1,1,60,60,False
1094,430000.0,1.75,1810,0,0,4,7,1240,570,98034,47.7299,-122.192,1460,7560,1,1,38,38,False
1095,435000.0,2.5,1560,0,0,3,7,1560,0,98053,47.687,-122.043,1600,3152,1,1,13,13,False
1096,241000.0,1.0,1010,0,0,4,6,1010,0,98092,47.3006,-122.066,1200,9611,1,1,41,41,False
1097,453500.0,1.75,1000,0,0,4,6,600,400,98109,47.6261,-122.355,2120,2802,1,1,91,91,False
1098,285000.0,1.5,990,0,0,3,7,990,0,98133,47.7218,-122.356,1050,1380,1,1,14,14,False
1099,151000.0,1.0,720,0,0,4,5,720,0,98056,47.4965,-122.186,860,4785,1,1,72,72,False
1100,1570000.0,4.5,6070,0,0,3,11,6070,0,98059,47.5306,-122.134,4750,13404,1,0,10,10,False
1101,631000.0,2.0,2270,0,0,3,7,2270,0,98122,47.6051,-122.319,1320,2400,1,1,109,109,False
1102,285000.0,2.5,1380,0,0,3,7,1140,240,98126,47.5462,-122.369,1580,2036,1,1,3,3,False
1103,195000.0,1.0,1260,0,0,4,6,840,420,98023,47.3274,-122.348,1140,8496,1,1,56,38,True
1104,817500.0,2.5,2910,0,0,4,9,2910,0,98075,47.5859,-121.991,2720,36728,1,1,28,28,False
1105,550000.0,2.0,1810,0,0,4,7,1810,0,98007,47.5953,-122.14,1490,10800,1,1,55,55,False
1106,1127000.0,2.5,3160,0,0,4,9,3160,0,98033,47.6699,-122.195,3000,8281,1,1,19,19,False
1107,609850.0,2.75,1910,0,0,3,9,1910,0,98119,47.6544,-122.373,1910,1879,1,1,12,12,False
1108,200000.0,1.0,1230,0,0,3,6,1230,0,98106,47.5352,-122.361,1525,6026,1,1,68,68,False
1109,367000.0,2.5,2960,0,0,3,9,2960,0,98038,47.3603,-122.037,2960,5361,1,1,9,9,False
1110,285167.0,2.25,2200,0,0,3,8,2200,0,98092,47.2626,-122.218,2200,10002,1,1,26,26,False
1111,275000.0,1.5,1270,0,0,4,7,1270,0,98003,47.3347,-122.304,1270,10200,1,1,68,68,False
1112,350900.0,2.5,2540,0,0,3,9,2540,0,98030,47.3866,-122.169,2410,9383,1,1,23,23,False
1113,660000.0,3.25,3030,0,0,5,8,3030,0,98029,47.5747,-122.014,2360,7632,1,1,26,26,False
1114,525000.0,1.75,1520,0,0,4,7,1520,0,98008,47.6054,-122.118,1760,8580,1,1,57,57,False
1115,262000.0,2.5,1560,0,0,3,7,1560,0,98168,47.514,-122.316,1160,7800,1,1,18,18,False
1116,690000.0,1.0,970,0,0,4,7,970,0,98103,47.6561,-122.332,1500,4560,1,1,107,107,False
1117,624000.0,3.75,3570,0,0,3,9,3570,0,98019,47.7377,-121.974,3160,7882,1,1,10,10,False
1118,353000.0,1.0,1350,0,0,4,6,860,490,98125,47.7098,-122.291,1130,7740,1,1,67,67,False
1119,552500.0,3.5,3710,0,0,3,8,2290,1420,98056,47.5041,-122.186,1720,4276,1,1,13,13,False
1120,224500.0,1.0,1430,0,0,4,7,1430,0,98092,47.3178,-122.174,1550,7938,1,1,31,31,False
1121,239000.0,1.0,940,0,0,3,6,940,0,98146,47.5006,-122.336,1100,8573,1,1,65,65,False
1122,975000.0,4.5,4300,0,0,3,10,4300,0,98029,47.5557,-122.027,3950,12250,1,1,10,10,False
1123,1200000.0,1.75,3990,0,0,3,11,3990,0,98059,47.5305,-122.131,5790,13709,1,0,8,8,False
1124,505000.0,1.0,1380,0,0,3,7,1380,0,98112,47.6261,-122.296,1690,4000,1,1,105,105,False
1125,302000.0,1.75,2020,0,0,4,7,1010,1010,98059,47.5008,-122.162,1650,7865,1,1,51,51,False
1126,170000.0,1.0,1480,0,0,3,6,780,700,98106,47.5175,-122.36,760,5040,1,1,70,70,False
1127,195000.0,1.0,1190,0,0,4,5,1190,0,98027,47.524,-122.04,1730,12632,1,1,104,104,False
1128,272000.0,1.5,2550,0,0,4,7,1560,990,98056,47.5014,-122.172,1380,6300,1,1,55,55,False
1129,369000.0,1.5,2550,0,0,4,7,1560,990,98056,47.5014,-122.172,1380,6300,1,1,56,56,False
1130,332500.0,1.5,1500,0,0,3,7,1500,0,98125,47.7274,-122.312,1500,6337,1,1,62,62,False
1131,515000.0,2.5,3000,0,0,4,8,1760,1240,98008,47.6191,-122.112,2040,8250,1,1,52,52,False
1132,269000.0,1.0,1690,0,0,3,7,1020,670,98178,47.4945,-122.258,1820,8865,1,1,47,47,False
1133,1278000.0,4.0,4390,0,0,4,11,2430,1960,98059,47.5283,-122.143,3090,12369,1,0,20,20,False
1134,303000.0,2.5,1560,0,0,3,7,1560,0,98055,47.4733,-122.189,1660,4400,1,1,30,30,False
1135,420000.0,3.0,2940,0,0,3,8,1690,1250,98155,47.7555,-122.307,1850,8031,1,1,38,38,False
1136,400000.0,1.0,1130,0,0,3,7,990,140,98117,47.6856,-122.385,1800,4100,1,1,73,73,False
1137,225000.0,1.0,1020,0,0,5,6,1020,0,98022,47.2093,-122.0,1420,8500,1,1,28,28,False
1138,219000.0,2.0,1310,0,0,3,6,1310,0,98038,47.3496,-122.022,1310,2550,1,1,10,10,False
1139,605000.0,2.5,2570,0,3,3,9,2570,0,98011,47.7408,-122.216,2490,9898,1,1,25,25,False
1140,625000.0,2.0,2020,0,0,5,8,1010,1010,98115,47.7,-122.292,1250,6842,1,1,72,72,False
1141,380000.0,2.0,1680,0,0,3,5,840,840,98144,47.5965,-122.311,1380,1260,1,1,109,109,False
1142,620000.0,2.0,1770,0,0,4,7,1770,0,98007,47.5916,-122.146,1710,7700,1,1,53,53,False
1143,687500.0,2.75,3190,0,0,3,10,3190,0,98075,47.5862,-122.029,2850,8416,1,1,20,20,False
1144,225500.0,2.0,1440,0,0,5,6,1440,0,98058,47.4517,-122.082,1530,20037,1,1,52,52,False
1145,252500.0,2.0,1150,0,0,5,7,1150,0,98178,47.498,-122.263,1980,6360,1,1,58,58,False
1146,510000.0,2.5,1860,0,0,3,8,1860,0,98029,47.5703,-122.004,1840,3739,1,1,20,20,False
1147,510000.0,2.5,2430,0,0,3,8,2430,0,98155,47.7402,-122.317,2260,7474,1,1,11,11,False
1148,725000.0,2.5,1940,0,0,5,7,1940,0,98109,47.6372,-122.352,1440,4000,1,1,108,108,False
1149,75000.0,0.0,670,0,0,3,3,670,0,98022,47.2638,-121.906,1160,42882,1,1,49,49,False
1150,492000.0,1.0,880,0,0,3,7,880,0,98103,47.6868,-122.349,1370,3060,1,1,88,88,False
1151,425000.0,2.5,1930,0,0,4,7,1330,600,98072,47.7407,-122.097,1470,12852,1,1,38,38,False
1152,1955000.0,2.75,3120,1,4,4,8,1560,1560,98034,47.7165,-122.259,2630,13868,1,0,52,52,False
1153,298900.0,2.5,1830,0,0,3,8,1830,0,98092,47.3291,-122.17,1860,7017,1,1,21,21,False
1154,699000.0,2.5,3230,0,0,4,10,3230,0,98027,47.4856,-122.069,2990,40234,1,1,28,28,False
1155,310000.0,1.0,700,0,0,4,6,700,0,98103,47.6846,-122.346,1560,4500,1,1,96,96,False
1156,350000.0,1.75,1010,0,0,3,7,1010,0,98033,47.6703,-122.174,1500,8580,1,1,53,53,False
1157,790000.0,1.75,2460,1,4,3,7,1410,1050,98178,47.5105,-122.238,2300,10061,1,1,53,53,False
1158,305000.0,2.5,2230,0,0,3,8,2230,0,98031,47.3919,-122.184,2230,6137,1,1,11,11,False
1159,315000.0,2.5,1570,0,0,3,7,1570,0,98118,47.5412,-122.288,1610,2582,1,1,11,11,False
1160,267500.0,3.5,2390,0,0,5,7,2390,0,98042,47.3737,-122.115,1140,6600,1,1,37,37,False
1161,1750000.0,3.25,3460,0,1,3,10,3020,440,98115,47.6849,-122.273,3030,8680,1,0,64,16,True
1162,435000.0,3.5,2400,0,0,3,8,1640,760,98034,47.7152,-122.162,1940,7350,1,1,27,27,False
1163,482500.0,4.5,2940,0,0,4,8,2940,0,98034,47.7208,-122.182,2010,7500,1,1,48,48,False
1164,5110800.0,5.25,8010,1,4,3,12,5990,2020,98033,47.6767,-122.211,3430,26788,0,0,15,15,False
1165,439995.0,1.75,1570,0,0,4,7,1570,0,98133,47.76,-122.34,1860,8639,1,1,55,55,False
1166,460000.0,3.0,1520,0,0,3,7,1180,340,98034,47.7276,-122.181,2080,8000,1,1,48,48,False
1167,194000.0,1.0,1070,0,0,4,7,1070,0,98023,47.3186,-122.373,1190,6532,1,1,43,43,False
1168,290000.0,0.75,440,1,3,4,5,440,0,98070,47.4339,-122.512,880,26289,1,1,71,71,False
1169,274700.0,2.0,2440,0,0,5,7,1220,1220,98031,47.4142,-122.179,1370,9600,1,1,51,51,False
1170,900000.0,2.5,2660,0,0,5,8,1800,860,98105,47.6609,-122.324,1510,3825,1,1,105,105,False
1171,1150000.0,4.0,4460,0,0,3,11,4460,0,98053,47.634,-121.997,3470,88519,1,1,13,13,False
1172,605000.0,2.5,2010,0,0,3,9,2010,0,98027,47.545,-122.015,2350,3600,1,1,6,6,False
1173,359000.0,2.5,1450,0,0,3,7,1450,0,98065,47.5318,-121.85,1970,3748,1,1,11,11,False
1174,850000.0,1.75,1400,0,0,3,7,1400,0,98004,47.6272,-122.209,1810,10796,1,1,63,63,False
1175,505000.0,2.0,1500,0,0,3,8,1500,0,98107,47.6748,-122.385,1550,5000,1,1,12,12,False
1176,565000.0,2.5,2500,0,0,3,9,2500,0,98072,47.7441,-122.173,2790,7642,1,1,24,24,False
1177,585000.0,1.75,1280,0,0,4,7,1000,280,98118,47.5569,-122.273,1550,6835,1,1,60,60,False
1178,328000.0,3.25,3380,0,3,3,7,2420,960,98198,47.4092,-122.33,1920,7500,1,1,25,25,False
1179,749950.0,2.75,2910,0,0,3,9,2210,700,98177,47.7557,-122.368,2420,26140,1,1,57,19,True
1180,826000.0,2.5,3060,0,0,3,9,3060,0,98027,47.5393,-121.998,3240,6218,1,1,8,8,False
1181,535000.0,1.0,1330,0,0,4,7,1330,0,98024,47.552,-121.89,1710,34787,1,1,37,37,False
1182,925000.0,2.5,3300,0,0,4,10,3300,0,98029,47.576,-121.976,2880,213879,1,1,23,23,False
1183,875000.0,3.5,3250,0,0,3,10,2500,750,98136,47.5533,-122.391,1650,6000,1,1,13,13,False
1184,902000.0,2.25,2530,0,0,5,9,1570,960,98006,47.5612,-122.152,3030,9400,1,1,38,38,False
1185,423000.0,1.0,1830,0,0,3,7,1830,0,98133,47.7654,-122.352,1840,10667,1,1,63,63,False
1186,235000.0,1.0,1170,0,0,4,6,1170,0,98059,47.4954,-122.164,2080,8481,1,1,46,46,False
1187,545000.0,2.0,2930,0,2,4,8,1680,1250,98070,47.4025,-122.463,2234,61011,1,1,34,34,False
1188,343000.0,1.0,1230,0,0,3,7,1230,0,98133,47.7298,-122.34,1270,7560,1,1,53,53,False
1189,334950.0,2.5,1620,0,0,3,8,1620,0,98058,47.4491,-122.12,1900,2943,1,1,13,13,False
1190,405000.0,1.75,1760,0,0,3,7,1160,600,98118,47.5368,-122.267,1790,6225,1,1,58,58,False
1191,220000.0,1.0,1440,0,0,3,7,1440,0,98188,47.4325,-122.291,1440,8466,1,1,55,55,False
1192,173000.0,1.0,1740,0,0,3,6,1050,690,98168,47.4942,-122.304,960,8100,1,1,67,67,False
1193,655000.0,1.0,1270,0,0,3,7,1270,0,98119,47.6368,-122.37,1710,3600,1,1,108,108,False
1194,406000.0,1.0,880,0,0,3,6,880,0,98115,47.6749,-122.323,890,3000,1,1,91,91,False
1195,632000.0,2.5,2560,0,0,3,7,1370,1190,98125,47.7021,-122.287,2360,7800,1,1,53,53,False
1196,357000.0,2.75,1540,0,0,3,7,1140,400,98106,47.533,-122.354,1630,4000,1,1,24,24,False
1197,361000.0,1.75,1150,0,0,3,7,1150,0,98014,47.6503,-121.908,1200,7500,1,1,50,50,False
1198,277000.0,1.0,770,0,0,3,6,770,0,98155,47.7458,-122.298,1160,8149,1,1,66,66,False
1199,630000.0,3.75,4610,0,0,4,10,2500,2110,98027,47.4599,-122.0,3050,41056,1,1,34,34,False
1200,254000.0,2.5,1850,0,0,3,8,1850,0,98042,47.3755,-122.136,2210,5000,1,1,11,11,False
1201,472800.0,2.25,1840,0,0,3,8,1290,550,98006,47.5497,-122.172,2110,8400,1,1,53,53,False
1202,263000.0,1.75,1490,0,0,3,6,700,790,98118,47.5554,-122.27,2180,4000,1,1,101,101,False
1203,510000.0,1.75,1490,0,0,3,6,700,790,98118,47.5554,-122.27,2180,4000,1,1,102,102,False
1204,179950.0,1.0,960,0,0,4,7,960,0,98003,47.3335,-122.305,1250,9769,1,1,62,62,False
1205,525000.0,2.25,1580,0,0,3,8,1160,420,98027,47.569,-122.086,2020,7458,1,1,41,41,False
1206,479000.0,2.5,1260,0,0,3,8,1260,0,98109,47.6277,-122.345,1340,1324,1,1,6,6,False
1207,651000.0,2.0,1940,0,2,5,7,970,970,98116,47.5664,-122.389,1730,4640,1,1,74,74,False
1208,949000.0,1.75,2490,0,3,4,8,1240,1250,98033,47.6851,-122.209,3210,7834,1,1,56,56,False
1209,392400.0,2.5,2520,0,0,3,7,1890,630,98155,47.7733,-122.318,1830,14373,1,1,73,45,True
1210,585000.0,1.75,1760,0,0,4,7,920,840,98115,47.679,-122.288,1680,5184,1,1,64,64,False
1211,460000.0,2.5,4190,0,0,3,7,4190,0,98058,47.4394,-122.114,2480,6727,1,1,10,10,False
1212,470000.0,1.0,1170,0,0,3,7,870,300,98199,47.6584,-122.391,1240,4400,1,1,63,63,False
1213,245000.0,2.5,1600,0,0,3,7,1600,0,98038,47.386,-122.036,1520,3225,1,1,12,12,False
1214,500000.0,2.0,2760,0,0,4,8,1800,960,98155,47.7484,-122.291,2490,13158,1,1,36,36,False
1215,455000.0,2.5,2090,0,0,3,8,2090,0,98011,47.7498,-122.184,2090,6396,1,1,25,25,False
1216,485500.0,2.5,2320,0,0,3,7,2320,0,98065,47.532,-121.88,2620,4539,1,1,16,16,False
1217,1875000.0,3.25,4110,0,3,3,9,3150,960,98122,47.617,-122.282,3890,7800,1,0,93,93,False
1218,100000.0,1.0,770,0,0,3,7,770,0,98001,47.2997,-122.269,1480,17334,1,1,36,36,False
1219,307000.0,1.75,1410,0,0,3,7,1410,0,98014,47.6927,-121.913,1550,18615,1,1,32,32,False
1220,475000.0,3.5,3660,0,0,3,10,2660,1000,98023,47.3076,-122.396,2780,10653,1,1,20,20,False
1221,330000.0,2.5,2180,0,0,3,7,1190,990,98011,47.7419,-122.181,2070,7210,1,1,43,43,False
1222,130000.0,1.0,1110,0,0,4,7,1110,0,98033,47.683,-122.176,1440,8400,1,1,55,55,False
1223,320000.0,2.5,2280,0,0,3,8,2280,0,98001,47.3557,-122.278,2370,6443,1,1,16,16,False
1224,735000.0,2.5,2820,0,0,3,9,2050,770,98118,47.5529,-122.281,1390,4635,1,1,1,1,False
1225,365000.0,2.5,1570,0,0,3,7,800,770,98155,47.7757,-122.303,1340,9110,1,1,43,43,False
1226,234000.0,1.5,1200,0,0,4,7,1200,0,98042,47.3434,-122.082,1350,11935,1,1,47,47,False
1227,211000.0,2.0,1710,0,0,3,7,1710,0,98031,47.3947,-122.174,1710,7200,1,1,44,44,False
1228,680000.0,3.5,3000,0,2,3,8,2400,600,98118,47.562,-122.279,1720,6360,1,1,46,46,False
1229,457000.0,3.0,2800,0,0,3,8,2800,0,98038,47.3544,-122.013,2800,6977,1,1,12,12,False
1230,349000.0,2.25,1640,0,0,3,7,1640,0,98034,47.7192,-122.176,1640,6789,1,1,25,25,False
1231,360000.0,2.75,2030,0,0,3,7,1210,820,98108,47.5413,-122.299,1910,6365,1,1,35,35,False
1232,350000.0,2.5,2530,0,0,3,8,2530,0,98042,47.351,-122.146,2330,7205,1,1,17,17,False
1233,208000.0,1.0,990,0,0,5,6,990,0,98002,47.2898,-122.221,1010,7420,1,1,55,55,False
1234,250275.0,1.0,790,0,0,4,6,790,0,98166,47.4413,-122.349,1930,11871,1,1,72,72,False
1235,435000.0,1.0,790,0,0,4,6,790,0,98166,47.4413,-122.349,1930,11871,1,1,73,73,False
1236,270000.0,1.75,1800,0,0,3,6,1470,330,98030,47.3766,-122.184,1440,7483,1,1,30,30,False
1237,438000.0,1.75,1650,0,0,4,7,1650,0,98028,47.7629,-122.268,2830,12600,1,1,53,53,False
1238,659000.0,2.0,1980,0,0,3,8,1980,0,98072,47.7553,-122.092,2300,24640,1,1,76,30,True
1239,645000.0,2.75,2340,0,0,4,7,1310,1030,98126,47.5559,-122.379,2020,6350,1,1,41,41,False
1240,685100.0,2.5,2790,0,0,3,9,2790,0,98074,47.6085,-122.017,2450,6453,1,1,15,15,False
1241,350000.0,3.0,2800,0,2,3,7,1400,1400,98056,47.5102,-122.183,2150,7333,1,1,51,51,False
1242,375000.0,1.0,1840,0,0,3,6,1840,0,98072,47.7694,-122.124,2550,40089,1,1,60,60,False
1243,170000.0,1.5,1350,0,0,2,7,1350,0,98092,47.3099,-122.09,2220,93825,1,1,48,48,False
1244,880000.0,2.5,3030,0,0,3,9,3030,0,98117,47.6781,-122.369,1080,4922,1,1,9,9,False
1245,410500.0,2.5,1980,0,0,3,8,1980,0,98014,47.6492,-121.908,1400,8500,1,1,7,7,False
1246,780000.0,2.5,3690,0,2,3,10,3690,0,98075,47.5872,-121.972,3600,13609,1,1,18,18,False
1247,1225000.0,4.5,3732,0,0,3,10,2932,800,98112,47.6189,-122.288,2950,4000,1,0,13,13,False
1248,449000.0,1.75,1510,0,0,3,8,1510,0,98053,47.7073,-122.012,1510,5912,1,1,9,9,False
1249,546000.0,1.75,2000,0,0,4,7,1110,890,98117,47.6859,-122.399,1750,5000,1,1,93,93,False
1250,317000.0,2.0,1760,0,0,5,7,1060,700,98058,47.4528,-122.163,1680,9165,1,1,37,37,False
1251,276900.0,1.0,1270,0,0,4,7,1270,0,98056,47.5074,-122.175,1780,7520,1,1,56,56,False
1252,399000.0,2.0,2620,0,0,3,8,1420,1200,98133,47.7338,-122.352,1360,7964,1,1,49,49,False
1253,495000.0,2.75,2630,0,0,4,8,1690,940,98027,47.5196,-122.049,2440,10165,1,1,38,38,False
1254,258000.0,1.75,2270,0,0,4,8,1330,940,98023,47.3077,-122.381,2090,8400,1,1,36,36,False
1255,600000.0,2.5,2410,0,0,4,7,1940,470,98024,47.5629,-121.918,2460,310582,1,1,102,25,True
1256,265000.0,2.75,1120,0,0,3,8,1120,0,98103,47.6914,-122.343,1120,1087,1,1,15,15,False
1257,321000.0,2.75,3030,0,0,4,7,1540,1490,98032,47.3661,-122.28,1790,7330,1,1,37,37,False
1258,682000.0,2.25,2120,0,0,4,7,1720,400,98109,47.644,-122.353,1960,4000,1,1,104,104,False
1259,295700.0,2.5,1720,0,0,3,8,1720,0,98092,47.3286,-122.208,2360,7700,1,1,14,14,False
1260,609000.0,2.5,2150,0,0,3,9,2150,0,98052,47.7227,-122.098,2450,37981,1,1,29,29,False
1261,995000.0,4.5,4380,1,3,3,9,3720,660,98166,47.4734,-122.365,2460,18512,1,1,46,24,True
1262,530000.0,2.25,2010,0,0,4,8,2010,0,98029,47.5665,-122.023,2190,10168,1,1,28,28,False
1263,614000.0,2.5,3150,0,0,5,8,1870,1280,98118,47.5506,-122.269,1550,5150,1,1,107,10,True
1264,390000.0,2.5,2500,0,0,3,8,1770,730,98092,47.3282,-122.198,2670,23400,1,1,28,28,False
1265,467000.0,2.5,1690,0,0,3,7,1690,0,98053,47.6793,-122.033,2120,5080,1,1,10,10,False
1266,484000.0,2.5,3300,0,0,3,8,2060,1240,98059,47.5116,-122.163,2060,8745,1,1,34,34,False
1267,340000.0,2.5,1240,0,0,3,8,1240,0,98103,47.6985,-122.34,1410,1355,1,1,11,11,False
1268,302495.0,2.5,2200,0,0,3,8,2200,0,98030,47.3821,-122.207,2250,7240,1,1,20,20,False
1269,532500.0,1.75,1620,0,0,5,7,980,640,98117,47.6886,-122.361,1400,3840,1,1,87,87,False
1270,441500.0,2.5,2420,0,0,3,8,1780,640,98059,47.5093,-122.153,2420,9145,1,1,21,21,False
1271,470000.0,2.5,2680,0,3,4,7,1530,1150,98198,47.4132,-122.328,1920,8600,1,1,47,47,False
1272,2300000.0,3.25,4250,0,0,3,9,4250,0,98004,47.6154,-122.21,2830,12821,0,0,10,10,False
1273,590000.0,2.5,2400,0,0,3,9,2400,0,98058,47.3917,-122.084,2800,98010,1,1,18,18,False
1274,320000.0,1.75,2300,0,0,3,8,1770,530,98133,47.7599,-122.343,2030,6000,1,1,72,72,False
1275,363000.0,2.0,920,0,0,3,8,800,120,98144,47.5926,-122.295,1150,1161,1,1,5,5,False
1276,747500.0,2.25,2350,0,0,4,9,2350,0,98028,47.7473,-122.257,2880,14400,1,1,37,37,False
1277,750000.0,2.5,2630,0,0,3,8,2630,0,98053,47.7106,-122.023,2305,7220,1,1,11,11,False
1278,831000.0,3.0,2170,0,0,4,9,1610,560,98112,47.6196,-122.292,1670,4000,1,1,32,3,True
1279,403000.0,2.5,1700,0,0,3,7,1700,0,98065,47.5305,-121.854,1970,4105,1,1,11,11,False
1280,445000.0,2.5,2470,0,0,3,7,2470,0,98056,47.514,-122.189,2470,5064,1,1,9,9,False
1281,345000.0,1.0,1250,0,0,4,7,1250,0,98072,47.7502,-122.108,1410,18200,1,1,45,45,False
1282,2260000.0,3.5,3110,0,0,3,10,3110,0,98004,47.6178,-122.209,3110,12433,0,0,12,12,False
1283,371025.0,2.0,1530,0,0,3,7,1530,0,98011,47.736,-122.199,2040,8856,1,1,37,37,False
1284,355000.0,1.0,960,0,0,3,6,960,0,98136,47.5491,-122.386,1350,6250,1,1,98,98,False
1285,270000.0,1.0,1240,0,0,4,7,1240,0,98058,47.4579,-122.09,2060,19350,1,1,42,42,False
1286,425000.0,2.75,2440,0,1,4,7,2440,0,98198,47.4117,-122.333,2280,9250,1,1,57,57,False
1287,364808.0,1.75,2320,0,0,3,8,1620,700,98058,47.4524,-122.146,1990,9720,1,1,48,48,False
1288,320000.0,2.25,1580,0,0,3,8,1200,380,98058,47.4394,-122.14,1710,7241,1,1,34,34,False
1289,325000.0,2.5,2963,0,0,3,9,2963,0,98030,47.3831,-122.185,2665,6119,1,1,8,8,False
1290,350000.0,2.25,2470,0,0,3,8,2230,240,98058,47.4459,-122.124,1970,10150,1,1,30,30,False
1291,170000.0,1.5,1370,0,0,3,6,1370,0,98168,47.4738,-122.263,1650,10176,1,1,68,68,False
1292,255000.0,1.0,960,0,0,4,6,960,0,98070,47.3356,-122.502,1860,28717,1,1,30,30,False
1293,550000.0,1.0,1130,0,0,3,7,880,250,98117,47.6973,-122.389,2190,5250,1,1,67,67,False
1294,835000.0,4.25,4930,0,0,3,12,4930,0,98092,47.3069,-122.148,3620,23035,1,1,9,9,False
1295,420000.0,1.0,1150,0,0,4,6,800,350,98116,47.5588,-122.392,1220,5120,1,1,69,69,False
1296,925000.0,2.5,2190,0,0,5,8,2190,0,98040,47.5786,-122.236,1880,7350,1,1,56,56,False
1297,389250.0,1.5,1490,0,0,3,7,930,560,98126,47.5344,-122.381,1320,4080,1,1,58,58,False
1298,748000.0,2.5,2600,0,0,3,8,1300,1300,98033,47.6984,-122.201,1860,10401,1,1,11,11,False
