,price,bathrooms,sqft_living,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year_sold,q_99,q_95
5777,225000.0,1.0,1340,0,0,4,5,1340,0,1903,0,98055,47.477,-122.209,1240,4800,2015,1,1
5778,417500.0,1.0,1390,0,0,4,7,1390,0,1941,0,98177,47.7248,-122.359,1390,9360,2014,1,1
5779,265000.0,2.0,1600,0,0,4,7,1600,0,1972,0,98022,47.2015,-122.003,1540,9352,2015,1,1
5780,550000.0,2.5,2050,0,0,3,8,2050,0,1987,0,98074,47.62,-122.043,2010,8744,2014,1,1
5781,625700.0,2.0,2570,0,0,5,7,2570,0,1968,0,98024,47.5547,-121.892,2010,38322,2015,1,1
5782,595000.0,2.5,2660,0,0,3,9,2660,0,1991,0,98011,47.7383,-122.22,2590,8637,2014,1,1
5783,270000.0,1.5,1540,0,0,4,7,1540,0,1972,0,98059,47.4766,-122.153,1550,13475,2014,1,1
5784,739375.0,3.0,2640,0,0,4,7,2140,500,1906,0,98112,47.6188,-122.308,1540,2242,2014,1,1
5785,357562.0,1.75,1210,0,0,3,8,1210,0,2014,0,98029,47.5522,-121.999,1210,1090,2014,1,1
5786,1010000.0,2.5,3760,0,0,3,11,3760,0,1987,0,98052,47.7203,-122.128,3930,19916,2014,1,1
5787,455000.0,1.75,1350,0,0,3,8,1350,0,2004,0,98053,47.7171,-122.033,1440,4839,2014,1,1
5788,310000.0,2.25,2600,0,2,4,8,1810,790,1969,0,98023,47.3257,-122.365,2070,9660,2015,1,1
5789,415000.0,2.75,3900,0,0,3,6,3460,440,1967,2008,98024,47.5621,-121.924,2460,217800,2014,1,1
5790,452000.0,1.0,1340,0,2,3,8,1340,0,1950,0,98177,47.7212,-122.364,1680,7752,2014,1,1
5791,810000.0,2.0,1760,0,0,3,7,1760,0,1953,0,98004,47.6363,-122.202,3430,10059,2015,1,1
5792,730001.0,2.0,1840,0,0,5,7,1010,830,1951,0,98117,47.6862,-122.395,1760,5510,2014,1,1
5793,825000.0,2.25,2980,0,0,3,9,2230,750,1989,0,98053,47.6627,-122.003,2980,107157,2015,1,1
5794,665000.0,2.5,1730,0,0,3,8,1730,0,1996,0,98103,47.6532,-122.34,1730,1774,2014,1,1
5795,327500.0,1.75,1650,0,0,3,8,1650,0,1968,0,98058,47.4507,-122.139,1750,10400,2014,1,1
5796,699950.0,2.5,3370,0,0,4,9,3370,0,1988,0,98075,47.5855,-121.987,2980,31793,2014,1,1
5797,424000.0,2.5,2200,0,0,3,9,2200,0,1985,0,98092,47.3139,-122.116,2560,35840,2014,1,1
5798,657000.0,2.5,2180,0,0,4,7,1420,760,1926,0,98117,47.6846,-122.361,1560,3375,2014,1,1
5799,445000.0,1.75,1490,0,0,3,7,1210,280,1974,0,98008,47.6208,-122.106,2090,9944,2014,1,1
5800,450000.0,2.5,1530,0,0,3,8,1050,480,2007,0,98119,47.642,-122.374,1610,1482,2014,1,1
5801,350000.0,1.0,1180,0,0,4,7,1180,0,1964,0,98034,47.7276,-122.241,1450,8154,2014,1,1
5802,460000.0,2.5,2080,0,0,3,9,2080,0,1996,0,98059,47.4835,-122.136,2550,12560,2014,1,1
5803,385000.0,2.5,3200,0,0,5,8,1610,1590,1970,0,98031,47.3931,-122.183,2030,5500,2014,1,1
5804,272000.0,2.25,1880,0,0,3,7,1880,0,1993,0,98023,47.3214,-122.347,1580,6405,2014,1,1
5805,535000.0,2.5,2510,0,0,3,7,2510,0,2001,0,98053,47.6903,-122.042,2660,5614,2015,1,1
5806,216500.0,1.0,1060,0,0,3,6,1060,0,1969,0,98042,47.3688,-122.08,910,5200,2015,1,1
5807,325000.0,2.5,2130,0,0,3,8,2130,0,1989,0,98042,47.3406,-122.057,1910,12216,2015,1,1
5808,420200.0,1.75,1320,0,0,3,7,1320,0,1968,0,98034,47.7229,-122.18,1370,7800,2015,1,1
5809,258000.0,1.75,1040,0,0,5,6,1040,0,1951,0,98178,47.5111,-122.256,1290,5650,2014,1,1
5810,450000.0,2.0,1150,0,0,3,7,1150,0,1917,1991,98103,47.6985,-122.348,1230,5400,2014,1,1
5811,720168.0,2.25,2120,0,0,4,7,1420,700,1926,0,98117,47.6893,-122.359,1420,3840,2014,1,1
5812,652000.0,2.0,2130,0,0,5,7,1330,800,1925,0,98107,47.6746,-122.362,2010,5000,2014,1,1
5813,569500.0,2.5,2340,0,0,3,8,2340,0,1989,0,98074,47.6314,-122.03,2140,9963,2014,1,1
5814,411000.0,1.75,2250,0,0,4,7,2250,0,1963,0,98042,47.3787,-122.091,1550,23798,2015,1,1
5815,524950.0,1.75,1890,0,0,3,7,1290,600,1974,0,98117,47.6831,-122.381,1320,3825,2014,1,1
5816,153000.0,1.0,1140,0,0,3,6,760,380,1942,0,98155,47.7369,-122.321,1340,10141,2015,1,1
5817,775000.0,2.5,2780,0,2,3,9,2780,0,2000,0,98126,47.5791,-122.378,2630,5000,2014,1,1
5818,338500.0,2.5,2390,0,0,3,8,2390,0,1997,0,98030,47.3677,-122.173,2520,6500,2015,1,1
5819,570000.0,1.75,2390,0,0,3,8,1500,890,1975,0,98052,47.6809,-122.113,2040,9000,2015,1,1
5820,653000.0,2.0,2680,0,0,4,9,1880,800,1950,1991,98038,47.372,-122.036,1570,8640,2014,1,1
5821,435000.0,2.5,1560,0,0,3,8,1080,480,2008,0,98122,47.604,-122.307,1560,2081,2014,1,1
5822,207000.0,1.0,1130,0,0,4,6,1130,0,1952,0,98168,47.4997,-122.317,1060,6120,2014,1,1
5823,540000.0,1.0,1120,0,2,4,7,1120,0,1971,0,98008,47.619,-122.096,3040,16940,2014,1,1
5824,386000.0,2.25,2050,0,2,3,8,1770,280,1965,0,98198,47.3978,-122.313,2230,9730,2014,1,1
5825,265000.0,2.25,2600,0,0,4,8,2600,0,1969,0,98092,47.2961,-122.188,2200,8800,2014,1,1
5826,250000.0,2.25,1050,0,0,3,7,740,310,2006,0,98106,47.5549,-122.363,1260,1062,2015,1,1
5827,1697000.0,2.0,2600,0,4,3,10,1930,670,1970,2014,98122,47.6055,-122.285,2670,6270,2015,1,0
5828,455000.0,2.5,2811,0,0,3,9,2811,0,2009,0,98038,47.3686,-122.058,3040,7250,2014,1,1
5829,1795000.0,3.25,4060,0,3,3,11,4060,0,2000,0,98040,47.581,-122.246,3220,13800,2014,1,0
5830,759000.0,2.0,2260,0,3,3,7,1130,1130,1941,0,98144,47.5886,-122.288,2260,6000,2014,1,1
5831,970000.0,2.75,4430,0,0,3,10,4430,0,1990,0,98053,47.6392,-121.988,3820,80875,2015,1,1
5832,280000.0,0.0,600,0,0,2,3,600,0,1950,0,98045,47.5316,-121.749,990,22549,2014,1,1
5833,690000.0,2.25,2430,0,0,4,9,1430,1000,1978,0,98006,47.5534,-122.16,2550,10427,2014,1,1
5834,789900.0,2.5,3420,0,0,4,10,1750,1670,1987,0,98006,47.5706,-122.152,2900,19604,2014,1,1
5835,447500.0,1.0,1180,0,0,3,7,1180,0,1926,0,98103,47.6947,-122.346,980,5100,2015,1,1
5836,440000.0,2.25,2010,0,0,3,7,1220,790,1974,0,98034,47.7328,-122.2,1820,7831,2014,1,1
5837,278000.0,2.0,1230,0,0,3,7,1230,0,1994,0,98042,47.3718,-122.073,1470,8670,2015,1,1
5838,980000.0,2.5,2750,0,0,3,8,1750,1000,1904,1994,98103,47.6729,-122.334,1520,4158,2014,1,1
5839,245000.0,2.75,1300,0,0,3,7,860,440,1996,0,98030,47.3652,-122.183,1550,7596,2014,1,1
5840,287000.0,1.5,1150,0,0,3,7,1150,0,1971,0,98045,47.4629,-121.744,1640,11475,2014,1,1
5841,435000.0,1.75,2220,0,0,3,7,1110,1110,1988,0,98027,47.4853,-122.034,2130,77536,2014,1,1
5842,585000.0,2.5,2050,0,0,4,9,2050,0,1989,0,98059,47.5279,-122.161,2410,10172,2014,1,1
5843,616000.0,1.75,1700,0,0,3,8,1700,0,1957,0,98199,47.6539,-122.408,1480,5177,2014,1,1
5844,203000.0,1.75,1610,0,0,4,7,1100,510,1978,0,98092,47.3187,-122.179,1610,8000,2015,1,1
5845,860000.0,2.75,2720,0,0,3,8,1790,930,1920,2009,98107,47.6624,-122.361,1360,3880,2015,1,1
5846,833000.0,2.5,2190,0,2,3,8,1170,1020,1973,0,98033,47.6627,-122.189,2630,10843,2015,1,1
5847,565000.0,2.75,2730,0,0,3,8,2730,0,2003,0,98072,47.7739,-122.164,2520,5569,2014,1,1
5848,572500.0,2.5,2490,0,0,3,9,2490,0,1991,0,98056,47.5355,-122.179,2500,10386,2015,1,1
5849,254000.0,2.0,1510,0,0,3,7,1510,0,1955,0,98108,47.546,-122.293,1510,4268,2014,1,1
5850,1525000.0,4.25,4720,0,4,5,11,4720,0,1971,0,98177,47.7591,-122.376,3010,20000,2015,1,0
5851,900000.0,3.0,3810,0,0,3,9,3810,0,2003,0,98077,47.7696,-122.021,2580,217364,2015,1,1
5852,899000.0,2.5,1950,0,0,3,9,1950,0,1996,0,98033,47.6731,-122.199,2080,4000,2015,1,1
5853,560000.0,2.0,1300,0,0,5,7,1300,0,1943,0,98136,47.5482,-122.392,1230,6000,2015,1,1
5854,512500.0,1.75,1610,0,0,3,7,1180,430,1976,0,98007,47.5966,-122.144,1520,7973,2015,1,1
5855,775000.0,2.5,2040,0,0,5,7,1180,860,1924,0,98117,47.6786,-122.36,1540,5000,2015,1,1
5856,200000.0,1.0,700,0,0,5,5,700,0,1953,0,98056,47.4953,-122.169,960,5200,2014,1,1
5857,172000.0,1.0,970,0,0,4,6,720,250,1943,0,98106,47.5285,-122.354,1560,4600,2014,1,1
5858,219900.0,1.0,910,0,0,2,6,910,0,1956,0,98146,47.5065,-122.338,1090,6957,2014,1,1
5859,641200.0,1.0,1060,0,0,3,7,1060,0,1952,0,98004,47.6218,-122.193,1620,9121,2014,1,1
5860,473000.0,3.25,2180,0,0,4,7,2180,0,1982,0,98034,47.7078,-122.234,1840,7644,2014,1,1
5861,540000.0,1.75,2050,0,0,3,8,1400,650,1984,0,98074,47.6212,-122.038,1740,11952,2014,1,1
5862,295000.0,1.0,750,0,0,3,6,750,0,1945,0,98122,47.607,-122.297,1540,4000,2015,1,1
5863,370000.0,1.0,800,0,0,4,6,800,0,1908,0,98103,47.6546,-122.356,1480,1472,2014,1,1
5864,1727000.0,2.25,3470,0,1,3,9,2360,1110,1906,2002,98122,47.6149,-122.287,3010,8000,2014,1,0
5865,275000.0,1.5,1390,0,0,3,6,1390,0,1922,2013,98024,47.5603,-121.894,1440,45302,2014,1,1
5866,89000.0,1.0,900,0,0,4,6,900,0,1969,0,98023,47.3026,-122.363,900,3404,2014,1,1
5867,175000.0,1.75,1050,0,0,4,6,1050,0,1975,0,98019,47.7595,-121.473,1230,12726,2014,1,1
5868,490000.0,2.5,2410,0,2,4,9,1600,810,1989,0,98023,47.3384,-122.34,3090,11902,2015,1,1
5869,342400.0,2.25,1180,0,0,3,7,1180,0,1986,0,98028,47.7352,-122.232,2660,5979,2014,1,1
5870,345000.0,1.0,1140,0,0,4,7,1140,0,1904,0,98144,47.6012,-122.296,1510,4000,2014,1,1
5871,399000.0,1.0,700,0,0,3,6,700,0,1946,0,98112,47.6212,-122.296,1570,4512,2014,1,1
5872,550000.0,2.5,2060,0,0,4,8,1320,740,1960,0,98006,47.5549,-122.176,2050,9643,2014,1,1
5873,652450.0,2.25,2230,0,0,5,8,1630,600,1974,0,98006,47.563,-122.178,2190,10384,2014,1,1
5874,438000.0,2.25,1950,0,0,3,8,1350,600,1953,0,98133,47.739,-122.351,2125,7751,2015,1,1
5875,605000.0,1.75,2100,0,2,3,7,1340,760,1941,0,98126,47.5743,-122.378,1640,5000,2015,1,1
5876,395000.0,2.5,2130,0,0,5,7,1330,800,1969,0,98059,47.512,-122.16,1800,9131,2014,1,1
5877,449950.0,2.0,1880,0,0,4,7,1880,0,1902,0,98122,47.6031,-122.303,1680,3600,2014,1,1
5878,651100.0,2.5,2310,0,0,3,9,2310,0,2003,0,98074,47.6299,-122.02,2500,5769,2015,1,1
5879,241000.0,1.0,880,0,0,3,6,880,0,1945,0,98178,47.4995,-122.248,1130,6050,2015,1,1
5880,3418800.0,5.0,5450,0,0,3,11,5450,0,2014,0,98039,47.6209,-122.237,3160,17825,2014,0,0
5881,268500.0,1.5,1290,0,0,3,8,660,630,1969,0,98008,47.6118,-122.116,1860,1749,2014,1,1
5882,200000.0,1.0,1010,0,0,3,6,1010,0,1956,0,98166,47.4815,-122.339,1290,9000,2015,1,1
5883,400375.0,1.75,1690,0,0,5,6,890,800,1946,0,98126,47.5296,-122.375,1060,7680,2014,1,1
5884,429000.0,1.75,1350,0,0,3,8,1350,0,2005,0,98053,47.7141,-122.032,1665,5390,2014,1,1
5885,230000.0,1.0,680,0,0,4,6,680,0,1903,0,98144,47.5982,-122.299,1470,3600,2014,1,1
5886,1200000.0,2.25,2860,0,0,3,10,2860,0,1982,0,98004,47.6451,-122.189,2890,10572,2015,1,0
5887,314200.0,1.0,610,0,0,4,5,610,0,1918,0,98117,47.6911,-122.367,970,5000,2015,1,1
5888,513000.0,2.5,2660,0,0,4,8,1880,780,1967,0,98166,47.439,-122.342,1910,9620,2015,1,1
5889,535000.0,1.0,1390,0,0,5,7,960,430,1908,0,98118,47.5567,-122.279,1450,5040,2015,1,1
5890,420000.0,3.0,2290,0,0,3,7,2290,0,1980,0,98126,47.565,-122.37,1360,3202,2015,1,1
5891,345950.0,2.5,2110,0,0,3,8,2110,0,1989,0,98042,47.3878,-122.153,2110,4044,2014,1,1
5892,483500.0,2.0,1200,0,1,4,7,600,600,1931,0,98116,47.5811,-122.404,1730,4520,2014,1,1
5893,695000.0,2.25,2360,0,3,3,8,1520,840,2001,0,98117,47.6771,-122.358,1810,3900,2014,1,1
5894,295000.0,2.5,2350,0,0,3,7,2350,0,1993,0,98031,47.4205,-122.215,2000,8165,2014,1,1
5895,434975.0,2.25,1590,0,0,3,7,1060,530,1976,0,98155,47.7742,-122.287,1860,9760,2015,1,1
5896,513000.0,2.5,1810,0,0,3,8,1810,0,1992,0,98029,47.5764,-121.996,1810,4758,2014,1,1
5897,360000.0,1.75,1900,0,0,3,8,1900,0,1963,0,98155,47.7455,-122.294,1710,11407,2015,1,1
5898,234900.0,1.0,1250,0,0,3,7,1250,0,1956,0,98146,47.5065,-122.337,1040,6973,2015,1,1
5899,963000.0,3.5,3280,0,0,3,10,3280,0,2007,0,98027,47.5642,-122.126,3280,7333,2014,1,1
5900,595000.0,1.5,870,0,0,3,7,870,0,1924,0,98119,47.6509,-122.37,2090,4800,2014,1,1
5901,942500.0,3.25,3570,0,2,3,10,3570,0,2006,0,98065,47.536,-121.857,4100,14577,2014,1,1
5902,1029000.0,3.25,3780,0,0,3,11,3780,0,2002,0,98059,47.521,-122.15,3720,11813,2014,1,1
5903,350000.0,1.0,1190,0,0,3,6,1190,0,1904,0,98144,47.5985,-122.298,1680,3600,2015,1,1
5904,416500.0,2.0,2280,0,0,4,8,2280,0,1991,0,98070,47.5003,-122.465,1900,38472,2014,1,1
5905,209900.0,1.0,1030,0,0,3,5,1030,0,1912,0,98042,47.375,-122.166,1330,10342,2014,1,1
5906,802000.0,1.75,2870,0,0,4,8,1840,1030,1907,0,98144,47.5788,-122.292,2200,5000,2014,1,1
5907,230000.0,1.5,1520,0,0,4,7,1520,0,1960,0,98002,47.3136,-122.208,1370,8800,2014,1,1
5908,489000.0,3.0,3700,0,0,3,9,3700,0,1982,0,98188,47.4286,-122.291,2130,9132,2014,1,1
5909,497000.0,1.5,2240,0,0,3,8,1620,620,1956,0,98034,47.7137,-122.254,3200,23873,2014,1,1
5910,250000.0,2.25,1920,0,0,3,8,1520,400,1965,0,98148,47.4562,-122.33,2170,8452,2014,1,1
5911,925000.0,3.0,2560,0,0,3,10,2110,450,1994,0,98119,47.633,-122.37,2160,3600,2014,1,1
5912,390000.0,2.5,1840,0,0,3,8,1840,0,1991,0,98059,47.4683,-122.07,1840,15040,2014,1,1
5913,415000.0,2.75,2080,0,0,3,7,2080,0,1988,0,98028,47.7698,-122.238,2220,9600,2015,1,1
5914,785000.0,2.0,1600,0,0,5,7,1600,0,1952,0,98040,47.5753,-122.224,1800,11400,2015,1,1
5915,575000.0,2.0,2168,0,0,3,8,2168,0,1907,0,98105,47.6561,-122.325,1770,4000,2014,1,1
5916,170000.0,1.0,860,0,0,3,6,860,0,1924,0,98146,47.5081,-122.356,1100,8636,2015,1,1
5917,750000.0,1.75,2100,0,0,5,7,1100,1000,1915,0,98119,47.6429,-122.371,1890,3771,2014,1,1
5918,230000.0,1.0,1140,0,0,4,7,1140,0,1967,0,98001,47.3112,-122.265,1140,9639,2015,1,1
5919,855000.0,3.0,3090,0,0,3,9,3090,0,1978,0,98005,47.6359,-122.159,3120,35150,2015,1,1
5920,235000.0,1.0,1330,0,0,2,6,1330,0,1967,0,98058,47.436,-122.185,1490,24000,2014,1,1
5921,335000.0,1.0,1360,0,0,4,5,1360,0,1937,0,98065,47.5229,-121.838,1460,69260,2014,1,1
5922,1195000.0,3.0,3420,0,0,3,9,2540,880,1952,2005,98040,47.5333,-122.217,3750,16316,2014,1,0
5923,677000.0,2.0,2180,0,0,3,8,2060,120,1927,0,98144,47.5958,-122.306,1370,4500,2015,1,1
5924,575000.0,2.0,1800,0,0,5,7,1600,200,1925,0,98136,47.5447,-122.389,1640,5000,2014,1,1
5925,450000.0,1.0,1120,0,0,3,7,1120,0,1924,0,98118,47.5663,-122.285,1120,5100,2015,1,1
5926,817250.0,2.5,2980,0,0,3,8,2980,0,1999,0,98033,47.6769,-122.177,2430,7280,2015,1,1
5927,440000.0,2.25,2600,0,0,3,8,1810,790,1968,0,98072,47.7757,-122.139,2580,26950,2014,1,1
5928,526000.0,2.0,1550,0,0,4,7,1550,0,1900,0,98103,47.654,-122.346,1180,1224,2014,1,1
5929,762500.0,2.25,3330,0,0,3,10,3330,0,1986,0,98077,47.7262,-122.06,3360,14850,2014,1,1
5930,325000.0,2.5,2200,0,0,3,8,2200,0,2000,0,98030,47.3649,-122.194,2460,7348,2015,1,1
5931,840000.0,3.5,3840,0,0,3,11,3840,0,1998,0,98014,47.615,-121.954,2430,42643,2014,1,1
5932,377500.0,1.0,840,0,0,3,6,840,0,1939,0,98136,47.5441,-122.39,1300,5000,2015,1,1
5933,212500.0,1.5,1270,0,0,4,6,1270,0,1954,0,98198,47.422,-122.321,1270,7986,2014,1,1
5934,749400.0,2.5,3240,0,0,3,10,3240,0,1985,0,98052,47.719,-122.114,3010,23650,2014,1,1
5935,663000.0,2.5,2480,1,3,4,8,2480,0,1974,0,98070,47.4003,-122.422,2350,42122,2014,1,1
5936,1476000.0,2.25,4470,0,2,3,9,3240,1230,1953,2004,98006,47.574,-122.18,2930,21837,2014,1,0
5937,261000.0,1.0,1780,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800,2014,1,1
5938,515000.0,2.5,1850,0,0,3,8,1850,0,1997,0,98028,47.735,-122.244,2080,8711,2015,1,1
5939,410000.0,2.25,2200,0,0,3,8,2200,0,1987,0,98038,47.3727,-122.051,2060,16921,2014,1,1
5940,336000.0,2.25,2760,0,0,3,8,2760,0,1969,0,98058,47.4504,-122.15,2760,9600,2014,1,1
5941,440000.0,1.0,1090,0,0,3,7,1090,0,1948,0,98115,47.696,-122.314,1090,5413,2015,1,1
5942,908950.0,2.75,3090,0,0,3,9,3090,0,2014,0,98006,47.5538,-122.189,2890,10108,2015,1,1
5943,554000.0,1.0,820,0,0,5,7,820,0,1968,0,98040,47.588,-122.251,1750,9000,2014,1,1
5944,387000.0,2.25,1445,0,0,3,7,1300,145,2003,0,98027,47.5348,-122.072,1410,1286,2014,1,1
5945,268643.0,2.25,1810,0,0,3,7,1810,0,1961,0,98055,47.4362,-122.187,1660,9240,2015,1,1
5946,514000.0,1.75,1620,0,0,3,7,920,700,1954,0,98117,47.681,-122.372,1610,5000,2014,1,1
5947,420000.0,1.75,1060,0,0,3,7,1060,0,1977,0,98115,47.6787,-122.308,1760,4590,2014,1,1
5948,199000.0,1.75,1050,0,0,5,7,1050,0,1968,0,98042,47.3816,-122.087,1300,10794,2014,1,1
5949,225000.0,1.0,1010,0,0,4,7,1010,0,1949,0,98188,47.4518,-122.292,1260,9800,2015,1,1
5950,320000.0,2.5,2050,0,0,4,8,2050,0,1993,0,98022,47.196,-122.011,1970,8448,2014,1,1
5951,204995.0,1.0,970,0,0,5,6,970,0,1904,0,98031,47.4025,-122.201,1500,12541,2014,1,1
5952,376000.0,2.0,1540,0,0,3,8,1540,0,2005,0,98029,47.5479,-121.999,1560,2058,2014,1,1
5953,705000.0,2.75,3000,0,0,3,9,3000,0,2004,0,98029,47.5582,-122.025,3340,7222,2014,1,1
5954,725995.0,2.5,3190,0,2,3,9,3190,0,2001,0,98065,47.5317,-121.866,2630,6739,2014,1,1
5955,285000.0,2.5,1870,0,0,3,7,1100,770,1977,0,98058,47.4521,-122.161,1590,9150,2015,1,1
5956,285000.0,2.5,2200,0,0,3,8,2200,0,1987,0,98001,47.3406,-122.269,2310,9176,2014,1,1
5957,731000.0,2.5,3070,0,0,3,9,3070,0,2005,0,98075,47.5902,-121.988,3160,5936,2014,1,1
5958,1564350.0,3.75,3730,0,3,4,10,2820,910,1986,0,98040,47.5355,-122.242,3880,15550,2015,1,0
5959,510000.0,2.5,2440,0,0,3,7,2440,0,1955,1993,98034,47.725,-122.172,1990,7758,2014,1,1
5960,620000.0,1.0,990,0,0,3,7,990,0,1909,0,98103,47.6528,-122.331,1920,3420,2014,1,1
5961,1110000.0,4.0,4160,0,0,3,11,4160,0,1989,0,98053,47.6635,-122.017,4300,36192,2015,1,1
5962,796000.0,3.5,3670,0,0,3,9,2870,800,2005,0,98177,47.7022,-122.374,1520,6335,2014,1,1
5963,255000.0,1.5,910,0,0,3,5,910,0,1943,0,98188,47.4565,-122.276,1580,10019,2014,1,1
5964,807000.0,2.5,1940,0,0,4,9,1940,0,2000,0,98199,47.659,-122.398,1410,4000,2015,1,1
5965,315000.0,2.5,1780,0,0,3,9,1780,0,2000,0,98038,47.3774,-122.027,2650,6000,2014,1,1
5966,637000.0,2.25,2200,0,0,4,8,2200,0,1986,0,98052,47.7266,-122.103,2290,7868,2015,1,1
5967,2725000.0,4.25,6410,0,2,4,12,5610,800,1906,0,98144,47.5703,-122.28,2270,6630,2014,0,0
5968,490000.0,2.0,2070,0,0,3,8,1220,850,1981,0,98074,47.6492,-122.062,2130,9694,2014,1,1
5969,253000.0,1.75,2040,0,0,3,7,1020,1020,1962,0,98188,47.4681,-122.282,1740,7527,2014,1,1
5970,325900.0,2.5,2320,0,0,3,8,2320,0,2004,0,98042,47.3501,-122.14,2150,6270,2014,1,1
5971,425000.0,2.0,1440,0,0,3,7,870,570,1952,0,98118,47.5513,-122.264,2020,7642,2014,1,1
5972,215000.0,2.5,1700,0,0,3,7,1700,0,1997,0,98038,47.3638,-122.053,1570,7540,2014,1,1
5973,315000.0,2.5,1700,0,0,3,7,1700,0,1997,0,98038,47.3638,-122.053,1570,7540,2015,1,1
5974,724800.0,2.0,2050,0,0,3,8,1180,870,1926,2001,98112,47.6436,-122.303,1940,4000,2014,1,1
5975,295000.0,1.0,800,0,0,4,6,800,0,1953,0,98133,47.7621,-122.358,1220,7000,2014,1,1
5976,509007.0,1.75,1800,0,0,3,8,1350,450,1951,0,98177,47.7165,-122.361,1770,7620,2015,1,1
5977,306000.0,2.0,1460,0,0,3,6,1460,0,1910,0,98030,47.3714,-122.177,2250,6059,2015,1,1
5978,205000.0,1.75,1290,0,0,3,7,1290,0,1984,0,98023,47.2889,-122.363,1350,7509,2014,1,1
5979,275000.0,1.5,1900,0,0,4,7,1200,700,1968,0,98031,47.4125,-122.207,1670,9737,2014,1,1
5980,685000.0,1.75,1480,0,2,3,8,1480,0,1963,0,98122,47.6018,-122.291,1850,4000,2014,1,1
5981,465000.0,2.5,2090,0,0,3,7,1220,870,1969,0,98034,47.7266,-122.175,1740,11200,2015,1,1
5982,560000.0,2.25,1950,0,0,3,8,1330,620,1968,0,98033,47.666,-122.178,2170,9800,2014,1,1
5983,458500.0,1.75,1250,0,0,3,7,1250,0,1964,0,98008,47.6325,-122.121,1570,9605,2015,1,1
5984,354000.0,1.0,990,0,0,3,6,990,0,1959,0,98008,47.6228,-122.121,1100,7590,2015,1,1
5985,441000.0,2.5,2740,0,0,3,9,2740,0,1998,0,98058,47.4349,-122.105,2740,8815,2015,1,1
5986,194000.0,1.75,1260,0,0,2,7,1110,150,1952,0,98106,47.5417,-122.357,1540,9120,2014,1,1
5987,316500.0,2.5,2150,0,0,4,8,2150,0,1991,0,98031,47.4053,-122.189,1910,7240,2014,1,1
5988,524950.0,1.75,1750,0,0,4,7,1230,520,1929,0,98117,47.6807,-122.366,1480,3600,2014,1,1
5989,1052000.0,2.25,2880,0,4,4,8,1920,960,1983,0,98116,47.5878,-122.381,2880,5308,2015,1,1
5990,925000.0,2.25,2590,0,0,4,9,2590,0,1975,0,98005,47.6351,-122.165,2720,13894,2015,1,1
5991,780000.0,1.75,2430,0,0,4,7,1830,600,1924,0,98103,47.674,-122.35,1610,4100,2014,1,1
5992,241000.0,2.0,1470,0,0,3,6,1470,0,2005,0,98038,47.349,-122.021,1180,2576,2014,1,1
5993,519000.0,2.75,2020,0,0,5,7,1270,750,1954,0,98166,47.4403,-122.343,2020,11069,2014,1,1
5994,286000.0,1.0,610,0,0,4,6,610,0,1918,0,98136,47.5469,-122.391,870,5160,2014,1,1
5995,400000.0,2.0,3000,0,0,3,8,1500,1500,1962,0,98125,47.7058,-122.315,2400,8300,2014,1,1
5996,255000.0,1.0,920,0,0,4,5,920,0,1923,0,98024,47.5245,-121.931,1530,11875,2014,1,1
5997,152000.0,1.75,1070,0,0,3,6,1070,0,1953,0,98146,47.5079,-122.344,950,7740,2015,1,1
5998,599000.0,2.0,3410,0,0,4,8,3410,0,1972,1987,98052,47.6709,-122.052,2350,25936,2014,1,1
5999,330000.0,2.5,1820,0,0,3,7,1820,0,2001,0,98019,47.7346,-121.985,1820,3863,2014,1,1
6000,461000.0,1.0,1060,0,0,3,7,1060,0,1926,0,98133,47.7102,-122.356,1980,7560,2014,1,1
6001,620000.0,2.5,3070,0,0,3,9,3070,0,1995,0,98059,47.4721,-122.148,2150,19515,2015,1,1
6002,352500.0,2.5,2300,0,0,4,7,1840,460,1958,0,98038,47.4044,-121.963,2120,123710,2014,1,1
6003,435000.0,2.0,1610,0,0,3,7,1260,350,1988,0,98034,47.7188,-122.177,1630,6911,2014,1,1
6004,725000.0,2.75,2830,0,0,3,9,2830,0,2006,0,98052,47.7074,-122.101,3150,6581,2014,1,1
6005,300000.0,1.0,970,0,0,3,7,970,0,1982,0,98028,47.7335,-122.227,2040,9994,2014,1,1
6006,252000.0,2.5,1680,0,0,3,7,1680,0,1989,0,98038,47.3609,-122.048,1550,8284,2014,1,1
6007,464625.0,2.75,2040,0,0,4,8,1260,780,1974,0,98033,47.666,-122.185,2470,9180,2014,1,1
6008,340000.0,1.0,1450,0,0,3,7,1450,0,1950,0,98155,47.7443,-122.326,1500,8592,2014,1,1
6009,1325000.0,2.25,2870,0,0,4,9,1980,890,1905,0,98112,47.6329,-122.31,2370,4760,2014,1,0
6010,455000.0,2.0,1870,0,0,4,7,1120,750,1969,0,98027,47.5243,-122.042,1860,13970,2015,1,1
6011,495000.0,3.5,2490,0,0,3,8,2490,0,2003,0,98070,47.4161,-122.441,1960,21107,2015,1,1
6012,925000.0,2.5,3350,0,0,3,9,2640,710,2002,0,98117,47.688,-122.379,1000,4500,2015,1,1
